pid	adid	relevance	like	dislike
805102	23849400448380314	4	It is clear what product the ad is selling.;I am interested in what is being advertised.;It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
805102	23850055986510337	3	It is useful, interesting, or informative.;It is well designed or eye-catching.;The content is engaging, clever or amusing.	I cannot tell what is being advertised.
805102	23849065508430600	4	It is clear what product the ad is selling.;I am interested in what is being advertised.;It clearly looks like an ad and can be filtered out.	It contains clickbait, sensationalized, or shocking content.;I do not trust this ad, it seems like a scam.
805102	23848508176820745	4	It is clear what product the ad is selling.;I am interested in what is being advertised.;It clearly looks like an ad and can be filtered out.	I do not trust this ad, it seems like a scam.;I do not dislike this ad.
805102	23850097137520129	3	I am interested in what is being advertised.;The content is engaging, clever or amusing.	I cannot tell what is being advertised.;I do not dislike this ad.
805102	23849659578490649	3	It is clear what product the ad is selling.;It clearly looks like an ad and can be filtered out.;I do not like this ad.	I find the content uncomfortable, offensive, or repulsive.;I do not like the design of the ad.;I do not trust this ad, it seems like a scam.;I dislike the type of product being advertised.
112193	6296033957728	4	I do not like this ad.	I do not like the design of the ad.
112193	23849463797330690	3	I do not like this ad.	I do not dislike this ad.
112193	23849716949910021	4	It is useful, interesting, or informative.	I do not dislike this ad.
112193	23848932864850633	3	I do not like this ad.	I do not dislike this ad.
112193	6269871624741	3	The content is engaging, clever or amusing.	I dislike the political nature of the ad.
112193	6281547661657	3	I am interested in what is being advertised.	I dislike the political nature of the ad.
112193	23849608059540019	4	It is useful, interesting, or informative.	I dislike the type of product being advertised.
112193	23848987960540676	3	I do not like this ad.	I do not dislike this ad.
112193	6251111344233	4	I do not like this ad.	I dislike the political nature of the ad.
112193	23850291310230111	4	I do not like this ad.	I do not dislike this ad.
112193	23850363168290111	4	I trust the advertiser.	It contains clickbait, sensationalized, or shocking content.
112193	6251108236833	3	It is useful, interesting, or informative.	I dislike the type of product being advertised.;I cannot tell what is being advertised.
112193	23850078623040513	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
112193	6257642263233	4	I do not like this ad.	I do not dislike this ad.
112193	6252425677767	4	I am interested in what is being advertised.	I do not like the design of the ad.
112193	6294236542873	4	It is useful, interesting, or informative.	I do not dislike this ad.
112193	23849298923700235	4	I am interested in what is being advertised.	I do not dislike this ad.
112193	6294293006109	2	I trust the ad, it looks authentic or trustworthy.	I do not like the design of the ad.
112193	23849608059530019	3	I trust the ad, it looks authentic or trustworthy.	It contains clickbait, sensationalized, or shocking content.
112193	6285575859509	3	I do not like this ad.	I do not dislike this ad.
112193	23849120604270608	3	I do not like this ad.	I do not dislike this ad.
112193	23849607986040249	3	I do not like this ad.	I do not dislike this ad.
112193	23850407345460743	4	The content is engaging, clever or amusing.	I do not dislike this ad.
112193	6257644413233	3	I trust the ad, it looks authentic or trustworthy.	I do not trust this ad, it seems like a scam.
112193	6276718652801	4	It is clear what product the ad is selling.;I trust the ad, it looks authentic or trustworthy.	I do not dislike this ad.
112193	6253461024033	3	I do not like this ad.	I do not dislike this ad.
112193	23849792021390405	4	I trust the advertiser.	I cannot tell what is being advertised.
112193	23850291310240111	4	I trust the ad, it looks authentic or trustworthy.	I dislike the political nature of the ad.
112193	23849685994300189	3	I do not like this ad.	I do not dislike this ad.
112193	6265676543169	4	I do not like this ad.	I do not dislike this ad.
5cf3115e978d46001924e679	23848335696240239	2	It is useful, interesting, or informative.	I do not dislike this ad.
5cf3115e978d46001924e679	23849743332310447	4	I do not like this ad.	I do not dislike this ad.
5cf3115e978d46001924e679	23848968605130085	5	The content is engaging, clever or amusing.	I do not dislike this ad.
5cf3115e978d46001924e679	6274992218306	2	It is useful, interesting, or informative.	I cannot tell what is being advertised.
5cf3115e978d46001924e679	23848066730480239	3	It is useful, interesting, or informative.	I do not dislike this ad.
5cf3115e978d46001924e679	23850102971730298	4	The content is engaging, clever or amusing.	I do not dislike this ad.
5cf3115e978d46001924e679	23848293692210471	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
5cf3115e978d46001924e679	23847196300840586	3	The content is engaging, clever or amusing.	I cannot tell what is being advertised.
5cf3115e978d46001924e679	23849751704770447	3	I do not like this ad.	I do not dislike this ad.
5cf3115e978d46001924e679	23849618334770005	5	It is clear what product the ad is selling.	I do not dislike this ad.
5cf3115e978d46001924e679	23849024054070646	4	It is well designed or eye-catching.	I do not dislike this ad.
5cf3115e978d46001924e679	23848903816580468	1	I do not like this ad.	I find the ad pushy or it causes me to feel anxious.
5cf3115e978d46001924e679	23848967847370383	1	It is well designed or eye-catching.	I do not dislike this ad.
5cf3115e978d46001924e679	23848752451550283	1	It is useful, interesting, or informative.	I cannot tell what is being advertised.
411951	6269346182169	1	It is useful, interesting, or informative.;It clearly looks like an ad and can be filtered out.;It is well designed or eye-catching.	I do not dislike this ad.
411951	23849506488330258	1	I do not like this ad.	I dislike the type of product being advertised.;I cannot tell what is being advertised.;It is irrelevant to me, or doesn’t contain interesting information.;I do not trust this ad, it seems like a scam.
411951	23848856849710101	2	It is useful, interesting, or informative.;It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
411951	23846845407240454	2	I trust the advertiser.;It is useful, interesting, or informative.	I cannot tell what is being advertised.
411951	6276893157378	4	It is well designed or eye-catching.;It clearly looks like an ad and can be filtered out.;I am interested in what is being advertised.;The content is engaging, clever or amusing.;It is clear what product the ad is selling.	I do not dislike this ad.
411951	6259146791936	1	It is well designed or eye-catching.	It is irrelevant to me, or doesn’t contain interesting information.
411951	23849657067130374	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
411951	6273427154968	4	It is useful, interesting, or informative.;It clearly looks like an ad and can be filtered out.;I am interested in what is being advertised.	I do not dislike this ad.
411951	23850291310360111	5	It is useful, interesting, or informative.;It clearly looks like an ad and can be filtered out.;I am interested in what is being advertised.	I do not dislike this ad.
411951	23849111510840598	1	I do not like this ad.	I do not dislike this ad.
411951	23850646027640338	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
411951	23849842445220359	2	It is useful, interesting, or informative.	I do not dislike this ad.
411951	23848508184340745	1	I do not like this ad.	I dislike the advertiser.;I dislike the type of product being advertised.;It is irrelevant to me, or doesn’t contain interesting information.
411951	6251108236833	3	I do not like this ad.	I dislike the advertiser.
411951	23849284184770118	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
411951	6294236542873	1	I do not like this ad.	I dislike the type of product being advertised.;I cannot tell what is being advertised.;It is irrelevant to me, or doesn’t contain interesting information.;I do not trust this ad, it seems like a scam.;I do not like the design of the ad.
411951	23849186383110301	4	I do not like this ad.	I dislike the type of product being advertised.
411951	6294293006109	4	I do not like this ad.	I do not dislike this ad.
411951	23850270862350337	4	It is well designed or eye-catching.;It is useful, interesting, or informative.;I am interested in what is being advertised.	I do not dislike this ad.
411951	6285575859509	4	It is useful, interesting, or informative.;It clearly looks like an ad and can be filtered out.;I am interested in what is being advertised.	I do not dislike this ad.
411951	23849186378470301	4	It is well designed or eye-catching.	I dislike the type of product being advertised.
411951	6225250017862	2	I do not like this ad.	I dislike the type of product being advertised.;I dislike the advertiser.;I find the content uncomfortable, offensive, or repulsive.
411951	23845132593190454	3	It is useful, interesting, or informative.;I am interested in what is being advertised.;It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
411951	23849329384180768	3	I do not like this ad.	I cannot tell what is being advertised.
411951	23849027015630354	1	I do not like this ad.	I dislike the type of product being advertised.;I dislike the advertiser.;I find the content uncomfortable, offensive, or repulsive.
411951	23850055986510337	4	It is useful, interesting, or informative.;It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
411951	23850291310240111	5	It is useful, interesting, or informative.;It clearly looks like an ad and can be filtered out.;I am interested in what is being advertised.	I do not dislike this ad.
411951	23849769495860209	2	I do not like this ad.	I dislike the advertiser.
411951	23849506029390354	1	I do not like this ad.	I dislike the type of product being advertised.;It is irrelevant to me, or doesn’t contain interesting information.;I dislike the advertiser.;I find the content uncomfortable, offensive, or repulsive.
411951	23849177518580742	2	I do not like this ad.	I dislike the advertiser.;It is irrelevant to me, or doesn’t contain interesting information.;I do not like the design of the ad.
325548	23849178931750239	1	I do not like this ad.	I do not trust this ad, it seems like a scam.;I cannot tell what is being advertised.
325548	23849625639150550	4	It is clear what product the ad is selling.;I trust the advertiser.;It is well designed or eye-catching.;I am interested in what is being advertised.;The content is engaging, clever or amusing.;It is useful, interesting, or informative.	I do not dislike this ad.
325548	23849179165590571	3	I do not like this ad.	I do not like the design of the ad.;It contains clickbait, sensationalized, or shocking content.;I cannot tell what is being advertised.
325548	6265606871169	3	It clearly looks like an ad and can be filtered out.	I do not like the design of the ad.;I do not trust this ad, it seems like a scam.
325548	23849939323160595	4	It clearly looks like an ad and can be filtered out.;It is clear what product the ad is selling.	I do not like the design of the ad.
325548	6261235568454	1	I do not like this ad.	I do not like the design of the ad.;I find the ad pushy or it causes me to feel anxious.;It contains clickbait, sensationalized, or shocking content.;I do not trust this ad, it seems like a scam.;I dislike the advertiser.;I cannot tell what is being advertised.;I dislike the type of product being advertised.;I find the content uncomfortable, offensive, or repulsive.
325548	23849078642870238	5	It clearly looks like an ad and can be filtered out.;I am interested in what is being advertised.	I do not like the design of the ad.;I cannot tell what is being advertised.
325548	6280604683850	1	I do not like this ad.	I do not like the design of the ad.;I dislike the type of product being advertised.;I cannot tell what is being advertised.;It is irrelevant to me, or doesn’t contain interesting information.
325548	23849164231600571	4	I do not like this ad.	I do not like the design of the ad.
325548	23849432047000429	4	It clearly looks like an ad and can be filtered out.;The content is engaging, clever or amusing.	I do not like the design of the ad.;I cannot tell what is being advertised.
325548	23849111510840598	1	I do not like this ad.	I do not trust this ad, it seems like a scam.;It contains clickbait, sensationalized, or shocking content.;I do not like the design of the ad.;I dislike the type of product being advertised.
325548	23849457172290681	4	I do not like this ad.	I do not like the design of the ad.;It contains clickbait, sensationalized, or shocking content.;I do not trust this ad, it seems like a scam.
325548	6306550577413	2	I do not like this ad.	I do not like the design of the ad.
325548	23849618825550254	4	It is clear what product the ad is selling.;It is well designed or eye-catching.;The content is engaging, clever or amusing.	I do not dislike this ad.
325548	6287464783506	5	I trust the ad, it looks authentic or trustworthy.;The content is engaging, clever or amusing.;I trust the advertiser.;It is clear what product the ad is selling.	I do not dislike this ad.
325548	23847402692420257	4	I do not like this ad.	I dislike the type of product being advertised.;I do not trust this ad, it seems like a scam.
325548	23849715187440061	3	I do not like this ad.	I do not like the design of the ad.;It contains clickbait, sensationalized, or shocking content.;I do not trust this ad, it seems like a scam.;I cannot tell what is being advertised.
325548	23849812702990713	3	I do not like this ad.	I do not like the design of the ad.;It contains clickbait, sensationalized, or shocking content.;I do not trust this ad, it seems like a scam.;I dislike the advertiser.
325548	6298991170309	1	I do not like this ad.	I do not like the design of the ad.;It contains clickbait, sensationalized, or shocking content.;I do not trust this ad, it seems like a scam.;I cannot tell what is being advertised.
325548	23850095311930681	1	I do not like this ad.	I do not trust this ad, it seems like a scam.;It contains clickbait, sensationalized, or shocking content.;I find the ad pushy or it causes me to feel anxious.;I find the content uncomfortable, offensive, or repulsive.
325548	6275169639267	1	It clearly looks like an ad and can be filtered out.	It is irrelevant to me, or doesn’t contain interesting information.;It contains clickbait, sensationalized, or shocking content.;I dislike the type of product being advertised.;I cannot tell what is being advertised.
325548	23849225479810692	5	It is clear what product the ad is selling.;I am interested in what is being advertised.;The content is engaging, clever or amusing.	I do not dislike this ad.
325548	23849164230510283	1	I do not like this ad.	I do not like the design of the ad.;It contains clickbait, sensationalized, or shocking content.;I do not trust this ad, it seems like a scam.;I dislike the advertiser.;It is irrelevant to me, or doesn’t contain interesting information.;I cannot tell what is being advertised.;I dislike the type of product being advertised.;I find the content uncomfortable, offensive, or repulsive.
325548	23849787733460210	4	It is clear what product the ad is selling.;I trust the advertiser.;It is well designed or eye-catching.;I am interested in what is being advertised.;It clearly looks like an ad and can be filtered out.;I trust the ad, it looks authentic or trustworthy.;The content is engaging, clever or amusing.;It is useful, interesting, or informative.	I do not dislike this ad.
325548	23849625518090254	5	It is clear what product the ad is selling.;It clearly looks like an ad and can be filtered out.;It is useful, interesting, or informative.	I do not like the design of the ad.
325548	23848667387390575	5	It is clear what product the ad is selling.;It is well designed or eye-catching.;It clearly looks like an ad and can be filtered out.;I am interested in what is being advertised.;The content is engaging, clever or amusing.;It is useful, interesting, or informative.	I do not dislike this ad.
325548	23849513383510354	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.;I do not like the design of the ad.;It contains clickbait, sensationalized, or shocking content.
325548	6256301215754	5	It clearly looks like an ad and can be filtered out.;I trust the ad, it looks authentic or trustworthy.;The content is engaging, clever or amusing.;I trust the advertiser.;It is well designed or eye-catching.;It is clear what product the ad is selling.;I am interested in what is being advertised.;It is useful, interesting, or informative.	I do not dislike this ad.
325548	23849164304260238	5	I am interested in what is being advertised.;It is clear what product the ad is selling.	I do not dislike this ad.
325548	23849446258330757	1	I do not like this ad.	I do not like the design of the ad.;I do not trust this ad, it seems like a scam.;It contains clickbait, sensationalized, or shocking content.;I dislike the political nature of the ad.
470998	23849361289960174	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
470998	6250982699394	2	It is clear what product the ad is selling.	It is irrelevant to me, or doesn’t contain interesting information.
470998	23847866025500709	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
470998	23849297530760109	5	It is clear what product the ad is selling.;I am interested in what is being advertised.	I do not dislike this ad.
470998	23849318185430325	4	It is clear what product the ad is selling.	It contains clickbait, sensationalized, or shocking content.
470998	6270827941437	4	I am interested in what is being advertised.	I do not dislike this ad.
470998	23848734849420126	5	It is clear what product the ad is selling.;I trust the advertiser.;I am interested in what is being advertised.	I do not dislike this ad.
470998	23848476974470259	2	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
470998	23849465852460250	2	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
470998	6277424133601	1	I do not like this ad.	It contains clickbait, sensationalized, or shocking content.
470998	23850202463790111	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
470998	6229538929954	4	It is useful, interesting, or informative.	I do not dislike this ad.
470998	23849303076630421	2	I do not like this ad.	I dislike the type of product being advertised.
470998	6288671079250	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
470998	23847606992420112	4	It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
470998	23847720184860093	2	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.;I cannot tell what is being advertised.
470998	23849593403700149	3	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
470998	23847994131050112	3	I trust the ad, it looks authentic or trustworthy.	It is irrelevant to me, or doesn’t contain interesting information.
470998	6296066390328	3	I am interested in what is being advertised.	I do not dislike this ad.
470998	6300947346123	4	It is clear what product the ad is selling.	I do not dislike this ad.
470998	23849304003160501	5	It is clear what product the ad is selling.;I am interested in what is being advertised.	I do not dislike this ad.
470998	23849840434760320	3	It clearly looks like an ad and can be filtered out.	It is irrelevant to me, or doesn’t contain interesting information.
470998	23849616807180722	5	It is clear what product the ad is selling.;I am interested in what is being advertised.	I do not dislike this ad.
470998	23849606863690436	4	It is clear what product the ad is selling.;I trust the advertiser.	I do not dislike this ad.
470998	6253989259055	4	I am interested in what is being advertised.;It is clear what product the ad is selling.	I do not dislike this ad.
470998	6268866995910	2	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
470998	23849040881130510	5	It is clear what product the ad is selling.	I do not dislike this ad.
470998	23849266324110494	1	I do not like this ad.	I dislike the type of product being advertised.
470998	23848627713360575	2	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
470998	23849017737450631	4	I am interested in what is being advertised.	I do not dislike this ad.
825119	23849734137620199	2	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
825119	23849753599270576	2	I do not like this ad.	I do not trust this ad, it seems like a scam.;I dislike the type of product being advertised.
825119	23849305165290171	1	I do not like this ad.	It contains clickbait, sensationalized, or shocking content.;I find the content uncomfortable, offensive, or repulsive.
825119	6266278099981	2	I do not like this ad.	I cannot tell what is being advertised.
825119	23849346399990346	4	It is clear what product the ad is selling.;I trust the ad, it looks authentic or trustworthy.	I do not dislike this ad.
825119	23849367946990097	4	It is clear what product the ad is selling.;I am interested in what is being advertised.	I do not dislike this ad.
825119	23849132476340692	2	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
825119	23849557076440324	2	I do not like this ad.	I dislike the type of product being advertised.
825119	23849351080760322	4	It is clear what product the ad is selling.;I am interested in what is being advertised.;It is useful, interesting, or informative.	I do not dislike this ad.
825119	23849048087250433	3	I trust the ad, it looks authentic or trustworthy.;I trust the advertiser.	I do not dislike this ad.
825119	23849372188780107	2	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.;I dislike the type of product being advertised.
825119	23849914265270272	3	I am interested in what is being advertised.	I do not like the design of the ad.;I do not trust this ad, it seems like a scam.
825119	23849510704710624	4	I trust the ad, it looks authentic or trustworthy.;I am interested in what is being advertised.;It is clear what product the ad is selling.;It is useful, interesting, or informative.	I do not dislike this ad.
825119	23849860873860557	3	It is clear what product the ad is selling.;It clearly looks like an ad and can be filtered out.;It is useful, interesting, or informative.;It is well designed or eye-catching.	I do not dislike this ad.
825119	23849306216010312	1	I do not like this ad.	I find the ad pushy or it causes me to feel anxious.
825119	23850576329500628	2	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
825119	23848958047260161	4	I trust the advertiser.	I do not dislike this ad.
825119	23849722316870185	1	I do not like this ad.	It contains clickbait, sensationalized, or shocking content.
825119	23849486895940339	1	I do not like this ad.	I do not like the design of the ad.;It is irrelevant to me, or doesn’t contain interesting information.
825119	23849813867260397	2	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
825119	23849436953300586	2	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
825119	23849735894920739	3	It is well designed or eye-catching.	I do not dislike this ad.
825119	23849775440420593	2	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
825119	6246514418200	2	I do not like this ad.	I dislike the type of product being advertised.
825119	6289731179041	4	I am interested in what is being advertised.;It is useful, interesting, or informative.	I do not dislike this ad.
825119	23849302901300645	3	The content is engaging, clever or amusing.	I do not dislike this ad.
825119	23848414108480328	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.;I do not like the design of the ad.
825119	23849290907640171	2	I do not like this ad.	I find the ad pushy or it causes me to feel anxious.
825119	23850089269840628	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
825119	23849860176650272	1	I do not like this ad.	I dislike the type of product being advertised.;I find the content uncomfortable, offensive, or repulsive.
298154	6295457350824	3	It is clear what product the ad is selling.;The content is engaging, clever or amusing.	I do not dislike this ad.
298154	23849560881690267	2	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
298154	23849807141040427	4	I trust the advertiser.;It is well designed or eye-catching.	I do not dislike this ad.
298154	23850272451080208	5	It clearly looks like an ad and can be filtered out.;It is well designed or eye-catching.;I trust the ad, it looks authentic or trustworthy.;It is useful, interesting, or informative.;I trust the advertiser.	I do not dislike this ad.
298154	23849602810390758	2	I do not like this ad.	I dislike the type of product being advertised.
298154	23849049280550764	4	It is well designed or eye-catching.;It clearly looks like an ad and can be filtered out.;It is clear what product the ad is selling.	I do not dislike this ad.
298154	6269752311687	3	I trust the advertiser.;It is well designed or eye-catching.;It is clear what product the ad is selling.	I do not dislike this ad.
298154	23849233969960171	2	I do not like this ad.	I dislike the type of product being advertised.
298154	23849367946990097	3	It clearly looks like an ad and can be filtered out.;It is clear what product the ad is selling.;The content is engaging, clever or amusing.	I do not dislike this ad.
298154	23850380275870208	5	I trust the advertiser.;It is clear what product the ad is selling.;The content is engaging, clever or amusing.;It is useful, interesting, or informative.	I do not dislike this ad.
298154	23849557076440324	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
298154	23849399452880134	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
298154	23849298753510443	2	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
298154	6248145882131	1	I do not like this ad.	I dislike the political nature of the ad.;It is irrelevant to me, or doesn’t contain interesting information.
298154	6271942466438	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.;I do not like the design of the ad.
298154	23849593143730183	1	I do not like this ad.	I dislike the type of product being advertised.;It is irrelevant to me, or doesn’t contain interesting information.
298154	23849845212960385	1	I do not like this ad.	I find the ad pushy or it causes me to feel anxious.;It is irrelevant to me, or doesn’t contain interesting information.
298154	23849510704710624	5	It is well designed or eye-catching.;I trust the advertiser.;It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
298154	23847092123780066	3	I trust the advertiser.;It is well designed or eye-catching.	I do not dislike this ad.
298154	6265667516238	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
298154	23848958047260161	4	I trust the ad, it looks authentic or trustworthy.;It is clear what product the ad is selling.;I trust the advertiser.;It is well designed or eye-catching.	I do not dislike this ad.
298154	23850184156620628	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
298154	23849363303760330	5	I trust the advertiser.;It is well designed or eye-catching.;It clearly looks like an ad and can be filtered out.;It is clear what product the ad is selling.	I do not dislike this ad.
298154	23849934839680549	4	I trust the advertiser.;The content is engaging, clever or amusing.	I do not dislike this ad.
298154	6246514418200	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
298154	23850089269840628	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
298154	23847372519770516	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
298154	23849568662410183	4	I trust the advertiser.;It is well designed or eye-catching.	I do not dislike this ad.
298154	23849545348790346	1	I do not like this ad.	It is irrelevant to me, or doesn’t contain interesting information.
298154	23849860176650272	1	I do not like this ad.	It contains clickbait, sensationalized, or shocking content.;I do not trust this ad, it seems like a scam.
123011	6266209008904	5	It is well designed or eye-catching.;It is clear what product the ad is selling.;I trust the ad, it looks authentic or trustworthy.;I trust the advertiser.;It is useful, interesting, or informative.	I do not dislike this ad.
123011	23849101417430598	3	It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
123011	6278863595519	3	It is clear what product the ad is selling.;It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
123011	23848856849710101	3	It is clear what product the ad is selling.	I do not dislike this ad.
123011	6292302061864	3	I am interested in what is being advertised.	I do not dislike this ad.
123011	6260748892187	5	I trust the advertiser.;It is useful, interesting, or informative.;I trust the ad, it looks authentic or trustworthy.;The content is engaging, clever or amusing.;It is well designed or eye-catching.	I do not dislike this ad.
123011	23849947970460190	4	It is clear what product the ad is selling.;The content is engaging, clever or amusing.;I am interested in what is being advertised.	I do not dislike this ad.
123011	23849792390860713	3	It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
123011	23849068573210598	3	I am interested in what is being advertised.	I do not dislike this ad.
123011	23849324139550643	3	I am interested in what is being advertised.;It is well designed or eye-catching.	I do not dislike this ad.
123011	23848768147180083	3	It is well designed or eye-catching.;I am interested in what is being advertised.	I do not dislike this ad.
123011	23849197289100598	3	It clearly looks like an ad and can be filtered out.;I am interested in what is being advertised.	I do not dislike this ad.
123011	6252156625176	5	The content is engaging, clever or amusing.	I do not dislike this ad.
123011	23849503133380695	5	I trust the ad, it looks authentic or trustworthy.	I do not dislike this ad.
123011	23849049832660755	4	I am interested in what is being advertised.;I trust the ad, it looks authentic or trustworthy.	I do not dislike this ad.
123011	23849429440890377	4	I am interested in what is being advertised.;It is clear what product the ad is selling.	I do not dislike this ad.
123011	23849736494150021	3	The content is engaging, clever or amusing.	I do not dislike this ad.
123011	6247023609755	5	I trust the ad, it looks authentic or trustworthy.;It is clear what product the ad is selling.;I am interested in what is being advertised.	I do not dislike this ad.
123011	23848657381180291	5	I trust the ad, it looks authentic or trustworthy.	I do not dislike this ad.
123011	6245427477248	5	It is useful, interesting, or informative.;I trust the ad, it looks authentic or trustworthy.;The content is engaging, clever or amusing.;I am interested in what is being advertised.;It is well designed or eye-catching.	I do not dislike this ad.
123011	23849706124760276	4	It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
123011	23849305741410377	3	It clearly looks like an ad and can be filtered out.;It is clear what product the ad is selling.	I do not dislike this ad.
123011	23848293692210471	2	It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
123011	23850081620890731	2	It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
123011	23848177837370542	4	It clearly looks like an ad and can be filtered out.;The content is engaging, clever or amusing.	I do not dislike this ad.
123011	6258892164736	5	I trust the advertiser.;It is useful, interesting, or informative.;I trust the ad, it looks authentic or trustworthy.;It is clear what product the ad is selling.;The content is engaging, clever or amusing.;I am interested in what is being advertised.;It is well designed or eye-catching.	I do not dislike this ad.
123011	23847880050070706	4	It is useful, interesting, or informative.;It is clear what product the ad is selling.;It is well designed or eye-catching.	I do not dislike this ad.
123011	23849305723010377	3	It clearly looks like an ad and can be filtered out.	I do not dislike this ad.
123011	23849876684550447	4	I trust the advertiser.;I trust the ad, it looks authentic or trustworthy.;It is clear what product the ad is selling.	I do not dislike this ad.
123011	23849824287040413	3	The content is engaging, clever or amusing.;It is clear what product the ad is selling.	I do not dislike this ad.
610c42860e3a1a52be2b77da	23848798686490119	5	I am interested in what is being advertised.;It is useful, interesting, or informative.;It is well designed or eye-catching.	I do not dislike this ad.
610c42860e3a1a52be2b77da	6266839809364	5	It is useful, interesting, or informative.;I am interested in what is being advertised.;It is well designed or eye-catching.	I do not dislike this ad.
6107ae1b4c627841741dd5e8	6276633254968	2	I am interested in what is being advertised.;It is clear what product the ad is selling.	I do not dislike this ad.
6107ae1b4c627841741dd5e8	23850316001100299	2	I do not like this ad.	I do not like the design of the ad.
6107ae1b4c627841741dd5e8	23849408482260493	4	I trust the advertiser.;It is well designed or eye-catching.;It is clear what product the ad is selling.;I am interested in what is being advertised.	I do not dislike this ad.
6107ae1b4c627841741dd5e8	6277720055835	2	I do not like this ad.	I cannot tell what is being advertised.;It contains clickbait, sensationalized, or shocking content.;I do not trust this ad, it seems like a scam.;I do not like the design of the ad.
6107ae1b4c627841741dd5e8	23849461681990687	4	I trust the advertiser.;It clearly looks like an ad and can be filtered out.;It is clear what product the ad is selling.	I do not like the design of the ad.
6107ae1b4c627841741dd5e8	23849364467930413	1	I do not like this ad.	I cannot tell what is being advertised.;It is irrelevant to me, or doesn’t contain interesting information.;It contains clickbait, sensationalized, or shocking content.
6107ae1b4c627841741dd5e8	23849098951830054	4	It is well designed or eye-catching.;It is useful, interesting, or informative.;I am interested in what is being advertised.	I do not dislike this ad.
6107ae1b4c627841741dd5e8	23849477436850714	2	I do not like this ad.	I dislike the type of product being advertised.
6107ae1b4c627841741dd5e8	23850016068410541	4	I do not like this ad.	I cannot tell what is being advertised.;I do not trust this ad, it seems like a scam.;I do not like the design of the ad.
6107ae1b4c627841741dd5e8	6268731196375	4	It clearly looks like an ad and can be filtered out.	I do not trust this ad, it seems like a scam.
6107ae1b4c627841741dd5e8	6275672999972	1	It clearly looks like an ad and can be filtered out.	I cannot tell what is being advertised.;It is irrelevant to me, or doesn’t contain interesting information.;I dislike the type of product being advertised.
6107ae1b4c627841741dd5e8	23849473689320493	4	I trust the advertiser.;It clearly looks like an ad and can be filtered out.	I cannot tell what is being advertised.
6107ae1b4c627841741dd5e8	23849958344520318	4	I am interested in what is being advertised.	I cannot tell what is being advertised.
6107ae1b4c627841741dd5e8	6255274367515	4	It clearly looks like an ad and can be filtered out.	I cannot tell what is being advertised.
